—‚b’Š¢º¢Âš²Âr‚‚b’rÊ’j
121,14624,32.00,1006.80,214748368.00,2.92 
122,14736,32.10,1007.00,214748368.00,1.25 
123,14848,32.00,1006.90,214748368.00,2.09 
124,14960,32.00,1006.90,214748368.00,2.09 
125,15072,32.10,1007.00,214748368.00,1.25 
126,15184,32.00,1006.90,214748368.00,2.09 
127,15296,32.00,1006.90,214748368.00,2.09 
128,15408,32.00,1006.80,214748368.00,2.92 
129,15520,32.10,1007.00,214748368.00,1.25 
130,15632,32.00,1006.90,214748368.00,2.09 
131,15744,32.00,1006.90,214748368.00,2.09 
132,15856,32.10,1007.00,214748368.00,1.25 
133,15968,32.10,1006.90,214748368.00,2.09 
134,16080,32.10,1006.90,214748368.00,2.09 
135,16192,32.10,1006.90,214748368.00,2.09 
136,16304,32.10,1007.00,214748368.00,1.25 
137,16416,32.10,1006.90,214748368.00,2.09 
138,16528,32.10,1006.90,214748368.00,2.09 
139,16640,32.20,1007.00,214748368.00,1.25 
140,16752,32.20,1007.00,214748368.00,1.25 
141,16864,32.20,1006.90,214748368.00,2.09 
142,16976,32.10,1006.90,214748368.00,2.09 
143,17088,32.20,1007.00,214748368.00,1.25 
144,17200,32.20,1006.90,214748368.00,2.09 
145,17312,32.20,1006.90,214748368.00,2.09 
146,17424,32.20,1007.00,214748368.00,1.25 
147,17536,32.20,1006.90,214748368.00,2.09 
148,17648,32.20,1006.80,214748368.00,2.92 
149,17760,32.20,1006.80,214748368.00,2.92 
150,17872,32.20,1006.90,214748368.00,2.09 
151,17984,32.20,1006.80,214748368.00,2.92 
152,18096,32.20,1006.80,214748368.00,2.92 
153,18208,32.30,1007.00,214748368.00,1.25 
154,18320,32.20,1006.90,214748368.00,2.09 
155,18432,32.20,1006.80,214748368.00,2.92 
156,18544,32.20,1006.80,214748368.00,2.92 
157,18656,32.30,1006.90,214748368.00,2.09 
158,18768,32.20,1006.80,214748368.00,2.92 
159,18880,32.20,1006.80,214748368.00,2.92 
160,18992,32.40,1007.00,214748368.00,1.25 
161,19104,32.30,1006.90,214748368.00,2.09 
162,19216,32.30,1006.80,214748368.00,2.92 
163,19328,32.30,1006.80,214748368.00,2.92 
164,19440,32.30,1006.90,214748368.00,2.09 
165,19552,32.30,1006.80,214748368.00,2.92 
166,19664,32.30,1006.80,214748368.00,2.92 
167,19776,32.40,1007.00,214748368.00,1.25 
168,19888,32.30,1006.90,214748368.00,2.09 
169,20000,32.30,1006.80,214748368.00,2.92 
170,20112,32.30,1006.80,214748368.00,2.92 
171,20224,32.40,1006.90,214748368.00,2.09 
172,20336,32.30,1006.80,214748368.00,2.92 
173,20448,32.30,1006.80,214748368.00,2.92 
174,20560,32.40,1007.00,214748368.00,1.25 
175,20672,32.30,1006.90,214748368.00,2.09 
176,20784,32.30,1006.80,214748368.00,2.92 
177,20896,32.30,1006.80,214748368.00,2.92 
178,21008,32.40,1006.90,214748368.00,2.09 
179,21120,32.40,1006.80,214748368.00,2.92 
180,21232,32.40,1006.80,214748368.00,2.92 
181,21344,32.50,1007.00,214748368.00,1.25 
182,21456,32.40,1006.80,214748368.00,2.92 
183,21568,32.50,1006.80,214748368.00,2.92 
184,21680,32.60,1006.80,214748368.00,2.92 
185,21792,32.60,1006.90,214748368.00,2.09 
186,21904,32.50,1006.80,214748368.00,2.92 
187,22016,32.50,1006.80,214748368.00,2.92 
188,22128,32.60,1006.90,214748368.00,2.09 
189,22240,32.60,1006.80,214748368.00,2.92 
190,22352,32.60,1006.80,214748368.00,2.92 
191,22464,32.70,1007.00,214748368.00,1.25 
192,22576,32.60,1006.90,214748368.00,2.09 
193,22688,32.60,1006.80,214748368.00,2.92 
194,22800,32.60,1006.80,214748368.00,2.92 
195,22912,32.70,1007.00,214748368.00,1.25 
196,23024,32.60,1006.80,214748368.00,2.92 
197,23136,32.60,1006.80,214748368.00,2.92 
198,23248,32.70,1007.00,214748368.00,1.25 
199,23360,32.70,1006.90,214748368.00,2.09 
200,23472,32.60,1006.80,214748368.00,2.92 
201,23584,32.60,1006.80,214748368.00,2.92 
202,23696,32.70,1006.90,214748368.00,2.09 
203,23808,32.60,1006.80,214748368.00,2.92 
204,23920,32.60,1006.80,214748368.00,2.92 
205,24032,32.70,1007.00,214748368.00,1.25 
206,24144,32.70,1006.90,214748368.00,2.09 
207,24256,32.70,1006.80,214748368.00,2.92 
208,24368,32.70,1006.80,214748368.00,2.92 
209,24480,32.80,1006.90,214748368.00,2.09 
210,24592,32.70,1006.80,214748368.00,2.92 
211,24704,32.70,1006.80,214748368.00,2.92 
212,24816,32.80,1006.90,214748368.00,2.09 
213,24928,32.80,1006.80,214748368.00,2.92 
214,25040,32.70,1006.80,214748368.00,2.92 
215,25152,32.70,1006.80,214748368.00,2.92 
216,25264,32.80,1006.90,214748368.00,2.09 
217,25376,32.80,1006.80,214748368.00,2.92 
218,25488,32.80,1006.80,214748368.00,2.92 
219,25600,32.90,1007.00,214748368.00,1.25 
220,25712,32.80,1006.80,214748368.00,2.92 
221,25824,32.80,1006.80,214748368.00,2.92 
222,25936,32.80,1006.70,214748368.00,3.76 
223,26048,32.90,1006.90,214748368.00,2.09 
224,26160,32.90,1006.80,214748368.00,2.92 
225,26272,32.90,1006.80,214748368.00,2.92 
226,26384,33.00,1006.90,214748368.00,2.09 
227,26496,32.90,1006.80,214748368.00,2.92 
228,26608,32.90,1006.80,214748368.00,2.92 
229,26720,32.90,1006.80,214748368.00,2.92 
230,26832,33.00,1006.90,214748368.00,2.09 
231,26944,33.00,1006.80,214748368.00,2.92 
232,27056,33.00,1006.80,214748368.00,2.92 
233,27168,33.10,1006.90,214748368.00,2.09 
234,27280,33.00,1006.80,214748368.00,2.92 
235,27392,33.00,1006.80,214748368.00,2.92 
236,27504,33.00,1006.80,214748368.00,2.92 
237,27616,33.10,1006.90,214748368.00,2.09 
238,27728,33.00,1006.80,214748368.00,2.92 
239,27840,33.00,1006.80,214748368.00,2.92 
240,27952,33.10,1006.90,214748368.00,2.09 
241,28064,33.10,1006.80,214748368.00,2.92 
242,28176,33.10,1006.70,214748368.00,3.76 
243,28288,33.20,1006.90,214748368.00,2.09 
244,28400,33.10,1006.80,214748368.00,2.92 
245,28512,33.10,1006.70,214748368.00,3.76 
246,28624,33.10,1006.70,214748368.00,3.76 
247,28736,33.20,1006.90,214748368.00,2.09 
248,28848,33.20,1006.80,214748368.00,2.92 
249,28960,33.20,1006.80,214748368.00,2.92 
250,29072,33.30,1006.90,214748368.00,2.09 
251,29184,33.30,1006.80,214748368.00,2.92 
252,29296,33.20,1006.70,214748368.00,3.76 
253,29408,33.20,1006.70,214748368.00,3.76 
254,29520,33.30,1006.90,214748368.00,2.09 
255,29632,33.30,1006.70,214748368.00,3.76 
256,29744,33.30,1006.70,214748368.00,3.76 
257,29856,33.40,1006.90,214748368.00,2.09 
258,29968,33.40,1006.80,214748368.00,2.92 
259,30080,33.30,1006.80,214748368.00,2.92 
260,30192,33.40,1006.70,214748368.00,3.76 
261,30304,33.40,1006.90,214748368.00,2.09 
262,30416,33.40,1006.70,214748368.00,3.76 
263,30528,33.40,1006.80,214748368.00,2.92 
264,30640,33.50,1006.90,214748368.00,2.09 
265,30752,33.50,1006.80,214748368.00,2.92 
266,30864,33.40,1006.70,214748368.00,3.76 
267,30976,33.50,1006.70,214748368.00,3.76 
268,31088,33.50,1006.90,214748368.00,2.09 
269,31200,33.50,1006.70,214748368.00,3.76 
270,31312,33.50,1006.70,214748368.00,3.76 
271,31424,33.60,1006.90,214748368.00,2.09 
272,31536,33.60,1006.80,214748368.00,2.92 
273,31648,33.60,1006.70,214748368.00,3.76 
274,31760,33.60,1006.80,214748368.00,2.92 
275,31872,33.60,1006.80,214748368.00,2.92 
276,31984,33.60,1006.70,214748368.00,3.76 
277,32096,33.60,1006.80,214748368.00,2.92 
278,32208,33.70,1006.90,214748368.00,2.09 
279,32320,33.70,1006.80,214748368.00,2.92 
280,32432,33.70,1006.80,214748368.00,2.92 
281,32544,33.70,1006.80,214748368.00,2.92 
282,32656,33.80,1006.90,214748368.00,2.09 
283,32768,33.70,1006.80,214748368.00,2.92 
284,32880,33.80,1006.80,214748368.00,2.92 
285,32992,33.90,1006.90,214748368.00,2.09 
286,33104,33.80,1006.80,214748368.00,2.92 
287,33216,33.80,1006.80,214748368.00,2.92 
288,33328,33.90,1006.90,214748368.00,2.09 
289,33440,33.90,1006.80,214748368.00,2.92 
290,33552,33.80,1006.70,214748368.00,3.76 
291,33664,33.90,1006.70,214748368.00,3.76 
292,33776,34.00,1006.90,214748368.00,2.09 
293,33888,33.90,1006.70,214748368.00,3.76 
294,34000,33.90,1006.80,214748368.00,2.92 
295,34112,34.00,1006.90,214748368.00,2.09 
296,34224,34.00,1006.80,214748368.00,2.92 
297,34336,33.90,1006.80,214748368.00,2.92 
298,34448,34.00,1006.80,214748368.00,2.92 
299,34560,34.00,1006.90,214748368.00,2.09 
300,34672,34.00,1006.80,214748368.00,2.92 
301,34784,34.00,1006.80,214748368.00,2.92 
302,34896,34.10,1006.90,214748368.00,2.09 
303,35008,34.10,1006.80,214748368.00,2.92 
304,35120,34.10,1006.80,214748368.00,2.92 
305,35232,34.10,1006.80,214748368.00,2.92 
306,35344,34.20,1006.80,214748368.00,2.92 
307,35456,34.10,1006.70,214748368.00,3.76 
308,35568,34.20,1006.80,214748368.00,2.92 
309,35680,34.30,1006.90,214748368.00,2.09 
310,35792,34.20,1006.80,214748368.00,2.92 
311,35904,34.20,1006.80,214748368.00,2.92 
312,36016,34.20,1006.80,214748368.00,2.92 
313,36128,34.30,1006.90,214748368.00,2.09 
314,36240,34.30,1006.80,214748368.00,2.92 
315,36352,34.30,1006.70,214748368.00,3.76 
316,36464,34.40,1006.90,214748368.00,2.09 
317,36576,34.30,1006.80,214748368.00,2.92 
318,36688,34.30,1006.70,214748368.00,3.76 
319,36800,34.50,1006.90,214748368.00,2.09 
320,36912,34.40,1006.80,214748368.00,2.92 
321,37024,34.40,1006.80,214748368.00,2.92 
322,37136,34.40,1006.80,214748368.00,2.92 
323,37248,34.50,1006.90,214748368.00,2.09 
324,37360,34.50,1006.80,214748368.00,2.92 
325,37472,34.50,1006.80,214748368.00,2.92 
326,37584,34.60,1007.00,214748368.00,1.25 
327,37696,34.60,1006.90,214748368.00,2.09 
328,37808,34.50,1006.80,214748368.00,2.92 
329,37920,34.60,1006.80,214748368.00,2.92 
330,38032,34.70,1006.90,214748368.00,2.09 
331,38144,34.60,1006.80,214748368.00,2.92 
332,38256,34.60,1006.80,214748368.00,2.92 
333,38368,34.80,1007.00,214748368.00,1.25 
334,38480,34.70,1006.90,214748368.00,2.09 
335,38592,34.70,1006.80,214748368.00,2.92 
33>,38704,34.70,1006.80,21474=368.01,2.	2 
337,38816,34.80,1006.90,214748368.00,2.09 
338,38928,34.80,1006.80,214748368.00,2.92 
339,39040,34.80,1006.80,214748368.00,2.92 
340,39152,34.90,1007.00,214748368.00,1.25 
341,39264,34.80,1006.80,214748368.00,2.92 
342,39376,34.80,1006.80,214748368.00,2.92 
343,39488,34.90,1006.80,214748368.00,2.92 
344,39600,34.90,1006.90,214748368.00,2.09 
345,39712,34.90,1006.80,214748368.00,2.92 
346,39824,34.90,1006.80,214748368.00,2.92 
347,39936,35.00,1006.90,214748368.00,2.09 
348,40048,34.90,1006.80,214748368.00,2.92 
349,40160,34.90,1006.80,214748368.00,2.92 
350,40272,35.00,1007.00,214748368.00,1.25 
351,40384,35.00,1006.90,214748368.00,2.09 
352,40496,35.00,1006.80,214748368.00,2.92 
353,40608,35.00,1006.80,214748368.00,2.92 
354,40720,35.10,1007.00,214748368.00,1.25 
355,40832,35.00,1006.80,214748368.00,2.92 
356,40944,35.00,1006.80,214748368.00,2.92 
357,41056,35.20,1007.00,214748368.00,1.25 
358,41168,35.10,1006.90,214748368.00,2.09 
359,41280,35.10,1006.80,214748368.00,2.92 
360,41392,35.10,1006.80,214748368.00,2.92 
361,41504,35.20,1006.90,214748368.00,2.09 
362,41616,35.20,1006.80,214748368.00,2.92 
363,41728,35.20,1006.80,214748368.00,2.92 
364,41840,35.30,1007.00,214748368.00,1.25 
